scheme_code,nav_date,nav_value
120123,2022-04-29,75.631
120123,2022-05-02,75.7253
120123,2022-05-03,75.3455
120123,2022-05-04,76.145
120123,2022-05-05,77.619
120123,2022-05-06,78.3998
120123,2022-05-09,78.4391
120123,2022-05-10,78.1556
120123,2022-05-11,78.7471
120123,2022-05-12,77.726
120123,2022-05-13,78.2172
120123,2022-05-16,77.4651
120123,2022-05-17,78.0269
120123,2022-05-18,77.9201
120123,2022-05-19,77.619
120123,2022-05-20,76.8974
120123,2022-05-23,76.6269
120123,2022-05-24,77.1279
120123,2022-05-25,78.0498
120123,2022-05-26,78.5345
120123,2022-05-27,79.7536
120123,2022-05-30,82.0453
120123,2022-05-31,81.7857
120123,2022-06-01,81.6334
120123,2022-06-02,80.3826
120123,2022-06-03,81.475
120123,2022-06-06,82.6809
120123,2022-06-07,81.9288
120123,2022-06-08,82.5203
120123,2022-06-09,83.666
120123,2022-06-10,83.908
120123,2022-06-13,84.7277
120123,2022-06-14,84.9248
120123,2022-06-15,83.8291
120123,2022-06-16,84.8363
120123,2022-06-17,86.1164
120123,2022-06-20,86.8497
120123,2022-06-21,85.977
120123,2022-06-22,85.3036
120123,2022-06-23,84.2831
120123,2022-06-24,85.034
120123,2022-06-27,86.2633
120123,2022-06-28,86.7017
120123,2022-06-29,87.6384
120123,2022-06-30,86.8407
120123,2022-07-01,87.0149
120123,2022-07-04,85.7479
120123,2022-07-05,85.057
120123,2022-07-06,85.9174
120123,2022-07-07,85.7256
120123,2022-07-08,86.9084
120123,2022-07-11,87.4592
120123,2022-07-12,90.1658
120123,2022-07-13,90.295
120123,2022-07-14,88.9444
120123,2022-07-15,88.9462
120123,2022-07-18,88.0442
120123,2022-07-19,89.0313
120123,2022-07-20,89.108
120123,2022-07-21,89.0092
120123,2022-07-22,88.9233
120123,2022-07-25,89.6863
120123,2022-07-26,89.2767
120123,2022-07-27,90.0791
120123,2022-07-28,91.1576
120123,2022-07-29,90.8515
120123,2022-08-01,89.9667
120123,2022-08-02,89.4963
120123,2022-08-03,90.2342
120123,2022-08-04,90.3621
120123,2022-08-05,91.027
120123,2022-08-08,92.8466
120123,2022-08-09,93.12
120123,2022-08-10,92.332
120123,2022-08-11,93.4496
120123,2022-08-12,93.5398
120123,2022-08-15,94.4796
120123,2022-08-16,95.6325
120123,2022-08-17,94.6668
120123,2022-08-18,96.1554
120123,2022-08-19,97.1564
120123,2022-08-22,96.5517
120123,2022-08-23,96.9144
120123,2022-08-24,97.2278
120123,2022-08-25,97.2923
120123,2022-08-26,98.2693
120123,2022-08-29,99.8753
120123,2022-08-30,99.9233
120123,2022-08-31,101.4374
120123,2022-09-01,102.5871
120123,2022-09-02,102.8907
120123,2022-09-05,103.1316
120123,2022-09-06,101.8731
120123,2022-09-07,100.2452
120123,2022-09-08,100.4675
120123,2022-09-09,99.5658
120123,2022-09-12,99.5622
120123,2022-09-13,99.018
120123,2022-09-14,97.1279
120123,2022-09-15,97.5494
120123,2022-09-16,97.1444
120123,2022-09-19,97.2691
120123,2022-09-20,96.3567
120123,2022-09-21,96.0409
120123,2022-09-22,97.7426
120123,2022-09-23,97.9201
120123,2022-09-26,98.5533
120123,2022-09-27,97.224
120123,2022-09-28,99.8528
120123,2022-09-29,101.939
120123,2022-09-30,103.5208
120123,2022-10-03,104.5106
120123,2022-10-04,104.5699
120123,2022-10-05,105.1216
120123,2022-10-06,106.3831
120123,2022-10-07,105.6923
120123,2022-10-10,105.2189
120123,2022-10-11,103.346
120123,2022-10-12,102.5133
120123,2022-10-13,104.4456
120123,2022-10-14,104.1039
120123,2022-10-17,103.7821
120123,2022-10-18,104.1872
120123,2022-10-19,102.3967
120123,2022-10-20,103.5085
120123,2022-10-21,105.0025
120123,2022-10-24,105.4814
120123,2022-10-25,107.4579
120123,2022-10-26,105.9433
120123,2022-10-27,108.1571
120123,2022-10-28,107.3341
120123,2022-10-31,105.8759
120123,2022-11-01,105.642
120123,2022-11-02,107.8831
120123,2022-11-03,107.9032
120123,2022-11-04,106.8447
120123,2022-11-07,105.3757
120123,2022-11-08,105.296
120123,2022-11-09,103.0517
120123,2022-11-10,101.629
120123,2022-11-11,103.4101
120123,2022-11-14,104.9683
120123,2022-11-15,104.8621
120123,2022-11-16,104.368
120123,2022-11-17,104.477
120123,2022-11-18,107.2535
120123,2022-11-21,107.7754
120123,2022-11-22,108.9029
120123,2022-11-23,108.7041
120123,2022-11-24,108.8205
120123,2022-11-25,109.6418
120123,2022-11-28,109.8379
120123,2022-11-29,107.6122
120123,2022-11-30,109.1825
120123,2022-12-01,108.4896
120123,2022-12-02,111.0831
120123,2022-12-05,111.9703
120123,2022-12-06,112.1026
120123,2022-12-07,112.6907
120123,2022-12-08,112.6013
120123,2022-12-09,112.0452
120123,2022-12-12,112.3463
120123,2022-12-13,113.4907
120123,2022-12-14,112.9575
120123,2022-12-15,112.2319
120123,2022-12-16,111.8386
120123,2022-12-19,113.0611
120123,2022-12-20,114.9281
120123,2022-12-21,115.4328
120123,2022-12-22,116.2198
120123,2022-12-23,115.4637
120123,2022-12-26,116.6293
120123,2022-12-27,117.3863
120123,2022-12-28,116.5195
120123,2022-12-29,114.2963
120123,2022-12-30,112.8171
120123,2023-01-02,112.0345
120123,2023-01-03,113.521
120123,2023-01-04,115.523
120123,2023-01-05,115.0118
120123,2023-01-06,114.5427
120123,2023-01-09,114.9188
120123,2023-01-10,114.9801
120123,2023-01-11,116.2101
120123,2023-01-12,115.5894
120123,2023-01-13,116.8493
120123,2023-01-16,116.5888
120123,2023-01-17,117.7363
120123,2023-01-18,117.4327
120123,2023-01-19,116.6901
120123,2023-01-20,119.2184
120123,2023-01-23,120.6718
120123,2023-01-24,118.3637
120123,2023-01-25,117.8306
120123,2023-01-26,119.4505
120123,2023-01-27,117.9356
120123,2023-01-30,118.9872
120123,2023-01-31,119.9115
120123,2023-02-01,119.0404
120123,2023-02-02,119.0765
120123,2023-02-03,116.4167
120123,2023-02-06,118.7536
120123,2023-02-07,118.3978
120123,2023-02-08,119.4971
120123,2023-02-09,120.3549
120123,2023-02-10,122.215
120123,2023-02-13,121.6825
120123,2023-02-14,122.0044
120123,2023-02-15,122.8062
120123,2023-02-16,124.0401
120123,2023-02-17,125.6755
120123,2023-02-20,125.0673
120123,2023-02-21,124.2065
120123,2023-02-22,126.1292
120123,2023-02-23,123.3837
120123,2023-02-24,125.5833
120123,2023-02-27,125.2164
120123,2023-02-28,125.2602
120123,2023-03-01,124.3733
120123,2023-03-02,124.3571
120123,2023-03-03,126.1586
120123,2023-03-06,127.2838
120123,2023-03-07,128.0267
120123,2023-03-08,128.2032
120123,2023-03-09,126.2312
120123,2023-03-10,125.1145
120123,2023-03-13,124.6929
120123,2023-03-14,125.3724
120123,2023-03-15,125.5187
120123,2023-03-16,126.9348
120123,2023-03-17,127.6489
120123,2023-03-20,127.7763
120123,2023-03-21,131.0678
120123,2023-03-22,131.7074
120123,2023-03-23,131.1356
120123,2023-03-24,133.8997
120123,2023-03-27,135.7338
120123,2023-03-28,138.5281
120123,2023-03-29,138.4145
120123,2023-03-30,139.9649
120123,2023-03-31,137.801
120123,2023-04-03,139.0502
120123,2023-04-04,138.8647
120123,2023-04-05,136.8649
120123,2023-04-06,138.4837
120123,2023-04-07,135.8079
120123,2023-04-10,133.0336
120123,2023-04-11,133.6185
120123,2023-04-12,134.5147
120123,2023-04-13,136.0128
120123,2023-04-14,137.1823
120123,2023-04-17,139.4846
120123,2023-04-18,140.6194
120123,2023-04-19,140.4711
120123,2023-04-20,140.4135
120123,2023-04-21,140.0343
120123,2023-04-24,140.5464
120123,2023-04-25,138.9156
120123,2023-04-26,139.4934
120123,2023-04-27,139.4166
120123,2023-04-28,139.8959
120123,2023-05-01,140.3816
120123,2023-05-02,136.7001
120123,2023-05-03,135.4057
120123,2023-05-04,135.2981
120123,2023-05-05,135.2696
120123,2023-05-08,135.7104
120123,2023-05-09,136.217
120123,2023-05-10,138.5634
120123,2023-05-11,139.0961
120123,2023-05-12,138.6734
120123,2023-05-15,136.3099
120123,2023-05-16,134.3269
120123,2023-05-17,135.1746
120123,2023-05-18,136.8153
120123,2023-05-19,139.2105
120123,2023-05-22,138.0037
120123,2023-05-23,137.5982
120123,2023-05-24,138.0207
120123,2023-05-25,141.2208
120123,2023-05-26,141.4559
120123,2023-05-29,143.948
120123,2023-05-30,144.2751
120123,2023-05-31,146.1754
120123,2023-06-01,147.8946
120123,2023-06-02,148.2243
120123,2023-06-05,146.6286
120123,2023-06-06,146.2537
120123,2023-06-07,148.7284
120123,2023-06-08,150.2316
120123,2023-06-09,149.5765
120123,2023-06-12,149.074
120123,2023-06-13,146.321
120123,2023-06-14,148.7238
120123,2023-06-15,150.2405
120123,2023-06-16,150.0742
120123,2023-06-19,150.4651
120123,2023-06-20,146.9734
120123,2023-06-21,146.2471
120123,2023-06-22,148.4691
120123,2023-06-23,150.1408
120123,2023-06-26,150.7483
120123,2023-06-27,150.7842
120123,2023-06-28,152.1718
120123,2023-06-29,151.7622
120123,2023-06-30,149.0681
120123,2023-07-03,149.1175
120123,2023-07-04,149.8402
120123,2023-07-05,151.7628
120123,2023-07-06,149.4356
120123,2023-07-07,149.2934
120123,2023-07-10,149.2295
120123,2023-07-11,147.4916
120123,2023-07-12,148.3443
120123,2023-07-13,149.6287
120123,2023-07-14,149.2107
120123,2023-07-17,152.6832
120123,2023-07-18,152.2086
120123,2023-07-19,151.5232
120123,2023-07-20,150.7927
120123,2023-07-21,149.5059
120123,2023-07-24,148.6488
120123,2023-07-25,146.3808
120123,2023-07-26,146.1312
120123,2023-07-27,146.2821
120123,2023-07-28,142.7116
120123,2023-07-31,142.6087
120123,2023-08-01,142.7319
120123,2023-08-02,143.5996
120123,2023-08-03,145.5733
120123,2023-08-04,147.0017
120123,2023-08-07,146.0604
120123,2023-08-08,144.94
120123,2023-08-09,145.9252
120123,2023-08-10,145.1074
120123,2023-08-11,143.2177
120123,2023-08-14,147.066
120123,2023-08-15,146.6228
120123,2023-08-16,145.6741
120123,2023-08-17,142.2603
120123,2023-08-18,143.6563
120123,2023-08-21,142.1604
120123,2023-08-22,142.2621
120123,2023-08-23,143.8435
120123,2023-08-24,142.3703
120123,2023-08-25,142.5518
120123,2023-08-28,145.0193
120123,2023-08-29,141.2092
120123,2023-08-30,140.0119
120123,2023-08-31,138.6811
120123,2023-09-01,138.4517
120123,2023-09-04,138.4343
120123,2023-09-05,136.8823
120123,2023-09-06,135.955
120123,2023-09-07,134.8574
120123,2023-09-08,134.3918
120123,2023-09-11,134.7687
120123,2023-09-12,136.1798
120123,2023-09-13,137.825
120123,2023-09-14,138.8751
120123,2023-09-15,137.6014
120123,2023-09-18,137.6515
120123,2023-09-19,141.3505
120123,2023-09-20,142.9939
120123,2023-09-21,142.3597
120123,2023-09-22,144.9167
120123,2023-09-25,144.3571
120123,2023-09-26,143.357
120123,2023-09-27,145.6332
120123,2023-09-28,143.6076
120123,2023-09-29,140.6723
120123,2023-10-02,142.1933
120123,2023-10-03,142.2935
120123,2023-10-04,142.55
120123,2023-10-05,142.0412
120123,2023-10-06,141.7258
120123,2023-10-09,141.0698
120123,2023-10-10,140.1578
120123,2023-10-11,139.6261
120123,2023-10-12,139.0481
120123,2023-10-13,137.8416
120123,2023-10-16,137.0723
120123,2023-10-17,133.4035
120123,2023-10-18,134.4657
120123,2023-10-19,135.0982
120123,2023-10-20,135.0261
120123,2023-10-23,135.4332
120123,2023-10-24,135.8957
120123,2023-10-25,134.8717
120123,2023-10-26,134.1375
120123,2023-10-27,134.9733
120123,2023-10-30,135.3359
120123,2023-10-31,138.4676
120123,2023-11-01,141.013
120123,2023-11-02,142.5247
120123,2023-11-03,141.392
120123,2023-11-06,140.5728
120123,2023-11-07,139.0875
120123,2023-11-08,139.572
120123,2023-11-09,135.4808
120123,2023-11-10,134.853
120123,2023-11-13,134.4526
120123,2023-11-14,132.2699
120123,2023-11-15,133.489
120123,2023-11-16,131.8795
120123,2023-11-17,132.3214
120123,2023-11-20,136.4906
120123,2023-11-21,134.1468
120123,2023-11-22,133.9813
120123,2023-11-23,133.4355
120123,2023-11-24,132.6079
120123,2023-11-27,133.775
120123,2023-11-28,135.4671
120123,2023-11-29,136.6765
120123,2023-11-30,135.6476
120123,2023-12-01,139.384
120123,2023-12-04,136.7508
120123,2023-12-05,135.2603
120123,2023-12-06,135.5673
120123,2023-12-07,135.7549
120123,2023-12-08,136.5403
120123,2023-12-11,138.9899
120123,2023-12-12,138.8623
120123,2023-12-13,139.0918
120123,2023-12-14,138.2404
120123,2023-12-15,139.1936
120123,2023-12-18,138.7623
120123,2023-12-19,138.3315
120123,2023-12-20,139.2167
120123,2023-12-21,140.8669
120123,2023-12-22,137.5416
120123,2023-12-25,138.1438
120123,2023-12-26,137.7889
120123,2023-12-27,139.2884
120123,2023-12-28,138.9613
120123,2023-12-29,141.0207
120123,2024-01-01,140.0313
120123,2024-01-02,136.6923
120123,2024-01-03,138.338
120123,2024-01-04,137.1151
120123,2024-01-05,134.8062
120123,2024-01-08,134.884
120123,2024-01-09,134.5834
120123,2024-01-10,135.8618
120123,2024-01-11,137.2569
120123,2024-01-12,137.4563
120123,2024-01-15,136.1794
120123,2024-01-16,136.6646
120123,2024-01-17,136.9679
120123,2024-01-18,137.883
120123,2024-01-19,136.6171
120123,2024-01-22,136.0712
120123,2024-01-23,136.8905
120123,2024-01-24,138.8372
120123,2024-01-25,140.3764
120123,2024-01-26,140.5593
120123,2024-01-29,139.8637
120123,2024-01-30,140.5426
120123,2024-01-31,138.921
120123,2024-02-01,137.7332
120123,2024-02-02,140.0957
120123,2024-02-05,140.7729
120123,2024-02-06,140.2919
120123,2024-02-07,141.6339
120123,2024-02-08,143.7107
120123,2024-02-09,143.0668
120123,2024-02-12,142.4527
120123,2024-02-13,141.646
120123,2024-02-14,143.213
120123,2024-02-15,144.8129
120123,2024-02-16,147.0963
120123,2024-02-19,148.7968
120123,2024-02-20,146.2076
120123,2024-02-21,146.7188
120123,2024-02-22,145.0786
120123,2024-02-23,144.3201
120123,2024-02-26,144.649
120123,2024-02-27,146.0431
120123,2024-02-28,144.6768
120123,2024-02-29,141.0805
120123,2024-03-01,141.4175
120123,2024-03-04,145.6484
120123,2024-03-05,145.3819
120123,2024-03-06,145.5152
120123,2024-03-07,148.4553
120123,2024-03-08,149.4822
120123,2024-03-11,149.8991
120123,2024-03-12,150.6902
120123,2024-03-13,151.166
120123,2024-03-14,149.3423
120123,2024-03-15,147.2137
120123,2024-03-18,150.3612
120123,2024-03-19,150.7259
120123,2024-03-20,150.9523
120123,2024-03-21,150.8629
120123,2024-03-22,152.2256
120123,2024-03-25,156.5991
120123,2024-03-26,157.5673
120123,2024-03-27,156.6139
120123,2024-03-28,156.4468
120123,2024-03-29,158.3642
120123,2024-04-01,157.4151
120123,2024-04-02,158.9613
120123,2024-04-03,155.0167
120123,2024-04-04,154.6871
120123,2024-04-05,155.8219
120123,2024-04-08,158.0775
120123,2024-04-09,156.7233
120123,2024-04-10,154.2156
120123,2024-04-11,153.8354
120123,2024-04-12,152.0036
120123,2024-04-15,151.8153
120123,2024-04-16,151.8649
120123,2024-04-17,149.737
120123,2024-04-18,151.1284
120123,2024-04-19,150.9276
120123,2024-04-22,152.7932
120123,2024-04-23,149.7836
120123,2024-04-24,148.1762
120123,2024-04-25,149.0804
120123,2024-04-26,147.8348
120123,2024-04-29,147.6265
120123,2024-04-30,147.6867
120123,2024-05-01,148.0032
120123,2024-05-02,146.963
120123,2024-05-03,147.2634
120123,2024-05-06,146.0596
120123,2024-05-07,147.2059
120123,2024-05-08,147.0788
120123,2024-05-09,147.3888
120123,2024-05-10,151.6755
120123,2024-05-13,149.8995
120123,2024-05-14,152.2676
120123,2024-05-15,147.937
120123,2024-05-16,144.6511
120123,2024-05-17,142.7475
120123,2024-05-20,140.9668
120123,2024-05-21,141.3396
120123,2024-05-22,141.8477
120123,2024-05-23,141.5072
120123,2024-05-24,141.3306
120123,2024-05-27,142.2104
120123,2024-05-28,143.5772
120123,2024-05-29,141.5539
120123,2024-05-30,141.048
120123,2024-05-31,140.9964
120123,2024-06-03,141.8079
120123,2024-06-04,140.664
120123,2024-06-05,140.5822
120123,2024-06-06,140.6848
120123,2024-06-07,139.6547
120123,2024-06-10,138.5958
120123,2024-06-11,138.8019
120123,2024-06-12,138.6585
120123,2024-06-13,139.4797
120123,2024-06-14,137.9282
120123,2024-06-17,137.4521
120123,2024-06-18,137.1609
120123,2024-06-19,138.4497
120123,2024-06-20,137.0797
120123,2024-06-21,137.489
120123,2024-06-24,137.9269
120123,2024-06-25,140.5038
120123,2024-06-26,139.0114
120123,2024-06-27,138.0653
120123,2024-06-28,136.7037
120123,2024-07-01,134.2694
120123,2024-07-02,136.956
120123,2024-07-03,135.1524
120123,2024-07-04,133.9979
120123,2024-07-05,136.0058
120123,2024-07-08,133.4615
120123,2024-07-09,134.6304
120123,2024-07-10,132.607
120123,2024-07-11,134.4918
120123,2024-07-12,131.3722
120123,2024-07-15,128.9141
120123,2024-07-16,128.195
120123,2024-07-17,129.6246
120123,2024-07-18,129.6323
120123,2024-07-19,129.2061
120123,2024-07-22,131.1859
120123,2024-07-23,134.3869
120123,2024-07-24,135.4385
120123,2024-07-25,134.5676
120123,2024-07-26,134.0037
120123,2024-07-29,132.1707
120123,2024-07-30,132.3703
120123,2024-07-31,130.0706
120123,2024-08-01,130.915
120123,2024-08-02,133.8888
120123,2024-08-05,135.0038
120123,2024-08-06,134.3626
120123,2024-08-07,135.1978
120123,2024-08-08,137.6845
120123,2024-08-09,140.1397
120123,2024-08-12,138.6564
120123,2024-08-13,139.4926
120123,2024-08-14,139.306
120123,2024-08-15,140.6037
120123,2024-08-16,141.2548
120123,2024-08-19,137.6753
120123,2024-08-20,137.2041
120123,2024-08-21,137.5592
120123,2024-08-22,135.46
120123,2024-08-23,136.383
120123,2024-08-26,134.1694
120123,2024-08-27,133.0494
120123,2024-08-28,135.081
120123,2024-08-29,133.8277
120123,2024-08-30,134.7292
120123,2024-09-02,132.2081
120123,2024-09-03,135.324
120123,2024-09-04,134.9254
120123,2024-09-05,135.121
120123,2024-09-06,135.4415
120123,2024-09-09,136.4043
120123,2024-09-10,134.1974
120123,2024-09-11,134.2432
120123,2024-09-12,133.3273
120123,2024-09-13,130.9246
120123,2024-09-16,132.4069
120123,2024-09-17,131.9478
120123,2024-09-18,132.3532
120123,2024-09-19,132.6683
120123,2024-09-20,132.2334
120123,2024-09-23,135.1918
120123,2024-09-24,135.1755
120123,2024-09-25,132.9319
120123,2024-09-26,132.4007
120123,2024-09-27,133.1837
120123,2024-09-30,134.0199
120123,2024-10-01,132.4788
120123,2024-10-02,133.8938
120123,2024-10-03,131.3749
120123,2024-10-04,133.092
120123,2024-10-07,131.2269
120123,2024-10-08,130.9531
120123,2024-10-09,132.5486
120123,2024-10-10,132.7762
120123,2024-10-11,134.028
120123,2024-10-14,134.9972
120123,2024-10-15,136.9757
120123,2024-10-16,138.641
120123,2024-10-17,138.0059
120123,2024-10-18,139.0257
120123,2024-10-21,136.7653
120123,2024-10-22,136.7329
120123,2024-10-23,138.0247
120123,2024-10-24,138.2834
120123,2024-10-25,139.0201
120123,2024-10-28,138.7498
120123,2024-10-29,140.54
120123,2024-10-30,140.4719
120123,2024-10-31,139.8105
120123,2024-11-01,141.237
120123,2024-11-04,139.1264
120123,2024-11-05,139.9512
120123,2024-11-06,138.4109
120123,2024-11-07,140.4264
120123,2024-11-08,140.0798
120123,2024-11-11,140.3441
120123,2024-11-12,141.0389
120123,2024-11-13,138.1319
120123,2024-11-14,137.2018
120123,2024-11-15,138.8413
120123,2024-11-18,140.229
120123,2024-11-19,140.7226
120123,2024-11-20,138.7046
120123,2024-11-21,139.6566
120123,2024-11-22,140.8132
120123,2024-11-25,140.9424
120123,2024-11-26,142.9087
120123,2024-11-27,141.8952
120123,2024-11-28,141.158
120123,2024-11-29,137.4073
120123,2024-12-02,138.8602
120123,2024-12-03,139.3962
120123,2024-12-04,136.8958
120123,2024-12-05,134.3268
120123,2024-12-06,133.0968
120123,2024-12-09,134.3175
120123,2024-12-10,133.928
120123,2024-12-11,132.8008
120123,2024-12-12,131.3917
120123,2024-12-13,129.9335
120123,2024-12-16,127.2498
120123,2024-12-17,125.6212
120123,2024-12-18,124.2002
120123,2024-12-19,125.1863
120123,2024-12-20,125.0083
120123,2024-12-23,123.9278
120123,2024-12-24,127.1676
120123,2024-12-25,126.2928
120123,2024-12-26,127.9758
120123,2024-12-27,130.3305
120123,2024-12-30,128.1503
120123,2024-12-31,128.3059
120123,2025-01-01,127.6286
120123,2025-01-02,126.8413
120123,2025-01-03,127.6696
120123,2025-01-06,126.8486
120123,2025-01-07,126.2089
120123,2025-01-08,126.0261
120123,2025-01-09,125.5597
120123,2025-01-10,123.9989
120123,2025-01-13,125.1393
120123,2025-01-14,126.6416
120123,2025-01-15,127.1721
120123,2025-01-16,126.6971
120123,2025-01-17,125.7683
120123,2025-01-20,124.8486
120123,2025-01-21,128.1797
120123,2025-01-22,129.5607
120123,2025-01-23,128.4202
120123,2025-01-24,128.7046
120123,2025-01-27,128.2436
120123,2025-01-28,129.1215
120123,2025-01-29,129.9477
120123,2025-01-30,131.5585
120123,2025-01-31,130.3855
120123,2025-02-03,130.588
120123,2025-02-04,128.1516
120123,2025-02-05,126.4419
120123,2025-02-06,127.7286
120123,2025-02-07,126.4505
120123,2025-02-10,125.3363
120123,2025-02-11,125.375
120123,2025-02-12,126.3874
120123,2025-02-13,124.9711
120123,2025-02-14,120.3247
120123,2025-02-17,119.2261
120123,2025-02-18,120.8661
120123,2025-02-19,121.3717
120123,2025-02-20,123.2014
120123,2025-02-21,121.7257
120123,2025-02-24,119.5981
120123,2025-02-25,120.2563
120123,2025-02-26,120.6224
120123,2025-02-27,121.077
120123,2025-02-28,122.3749
120123,2025-03-03,122.9931
120123,2025-03-04,123.5925
120123,2025-03-05,124.6182
120123,2025-03-06,125.359
120123,2025-03-07,126.5976
120123,2025-03-10,128.061
120123,2025-03-11,130.2891
120123,2025-03-12,129.4137
120123,2025-03-13,130.1517
120123,2025-03-14,129.6745
120123,2025-03-17,128.5423
120123,2025-03-18,127.622
120123,2025-03-19,128.3701
120123,2025-03-20,129.0137
120123,2025-03-21,129.635
120123,2025-03-24,129.3653
120123,2025-03-25,129.4219
120123,2025-03-26,130.6436
120123,2025-03-27,128.5721
120123,2025-03-28,128.6584
120123,2025-03-31,128.8373
120123,2025-04-01,129.9613
120123,2025-04-02,128.0965
120123,2025-04-03,130.2727
120123,2025-04-04,130.6315
120123,2025-04-07,131.0675
120123,2025-04-08,130.5423
120123,2025-04-09,131.3697
120123,2025-04-10,131.4916
120123,2025-04-11,133.3053
120123,2025-04-14,131.2607
120123,2025-04-15,131.567
120123,2025-04-16,132.2125
120123,2025-04-17,131.9945
120123,2025-04-18,131.4608
120123,2025-04-21,130.9894
120123,2025-04-22,131.2938
120123,2025-04-23,128.7571
120123,2025-04-24,130.1832
120123,2025-04-25,129.5493
120123,2025-04-28,129.7834
120123,2025-04-29,130.3607
120123,2025-04-30,129.6608
120123,2025-05-01,129.5258
120123,2025-05-02,126.7089
120123,2025-05-05,127.7846
120123,2025-05-06,129.3635
120123,2025-05-07,127.0163
120123,2025-05-08,126.5002
120123,2025-05-09,124.8503
120123,2025-05-12,124.6563
120123,2025-05-13,125.5991
120123,2025-05-14,127.0214
120123,2025-05-15,128.6501
120123,2025-05-16,130.5704
120123,2025-05-19,130.3034
120123,2025-05-20,128.7212
120123,2025-05-21,128.6105
120123,2025-05-22,129.5614
120123,2025-05-23,127.8752
120123,2025-05-26,130.2839
120123,2025-05-27,131.6297
120123,2025-05-28,131.3835
120123,2025-05-29,130.4123
120123,2025-05-30,129.5078
120123,2025-06-02,129.6654
120123,2025-06-03,129.3903
120123,2025-06-04,130.8026
120123,2025-06-05,130.3622
120123,2025-06-06,131.1415
120123,2025-06-09,131.1522
120123,2025-06-10,131.5945
120123,2025-06-11,131.3144
120123,2025-06-12,132.3936
120123,2025-06-13,133.5035
120123,2025-06-16,134.2343
120123,2025-06-17,135.1884
120123,2025-06-18,133.8448
120123,2025-06-19,134.3753
120123,2025-06-20,136.2891
120123,2025-06-23,137.0826
120123,2025-06-24,135.5914
120123,2025-06-25,135.5714
120123,2025-06-26,136.1862
120123,2025-06-27,135.1103
120123,2025-06-30,133.1599
120123,2025-07-01,132.7508
120123,2025-07-02,131.726
120123,2025-07-03,131.758
120123,2025-07-04,129.5234
120123,2025-07-07,130.3826
120123,2025-07-08,129.5274
120123,2025-07-09,131.0064
120123,2025-07-10,130.6602
120123,2025-07-11,130.676
120123,2025-07-14,130.4797
120123,2025-07-15,129.5475
120123,2025-07-16,133.1722
120123,2025-07-17,132.5008
120123,2025-07-18,134.0546
120123,2025-07-21,132.5046
120123,2025-07-22,133.1013
120123,2025-07-23,133.8578
120123,2025-07-24,133.8758
120123,2025-07-25,133.0907
120123,2025-07-28,132.7589
120123,2025-07-29,132.2241
120123,2025-07-30,135.8187
120123,2025-07-31,135.8392
120123,2025-08-01,136.6805
120123,2025-08-04,139.4413
120123,2025-08-05,138.1589
